gene10007	LOC105883949
gene24773	DPYSL2
gene24775	PNMA2
gene24776	LOC105877119
gene24777	BNIP3L
gene24778	PPP2R2A
gene24779	LOC105877114
gene24780	LOC105877113
gene24781	LOC105877115
gene24782	EBF2
gene2393	RSBN1
gene24783	LOC105864525
gene24784	LOC105880878
gene2394	PHTF1
gene24785	CDCA2
gene2395	MAGI3
gene24786	KCTD9
gene24787	LOC109729785
gene24788	GNRH1
gene24789	LOC105880841
gene24790	DOCK5
gene24791	LOC105880890
gene24792	NEFL
gene24793	NEFM
gene24794	ADAM7
gene24795	ADAMDEC1
gene24796	LOC105876601
gene24797	ADAM28
gene24798	STC1
gene24799	LOC105857174
gene24800	NKX2-6
gene24801	NKX3-1
gene24802	SLC25A37
gene2396	LOC105878737
gene24803	LOC105857170
gene24804	ENTPD4
gene24805	LOXL2
gene24806	R3HCC1
gene24807	CHMP7
gene2397	LOC105878736
gene24808	LOC105857120
gene24809	LOC105857164
gene24810	LOC105857162
gene24811	LOC105857163
gene24812	RHOBTB2
gene24813	LOC105857161
gene24814	LOC105857159
gene24815	PEBP4
gene24816	EGR3
gene24817	BIN3
gene24818	CCAR2
gene24819	C20H8orf58
gene24820	PDLIM2
gene258	LZTFL1
gene24821	SORBS3
gene24822	PPP3CC
gene24823	LOC105857155
gene24824	SLC39A14
gene2398	LOC109729737
gene24825	PIWIL2
gene2399	LRIG2
gene24826	POLR3D
gene24827	LOC105857141
gene24828	LOC105857140
gene24829	BMP1
gene24830	SFTPC
gene24831	LOC105857137
gene24832	LGI3
gene24833	REEP4
gene24834	HR
gene24835	NUDT18
gene2400	LOC105878742
gene24836	FAM160B2
gene24837	DMTN
gene2401	LOC105878743
gene24838	FGF17
gene24839	NPM2
gene24840	XPO7
gene24842	LOC109729832
gene24843	DOK2
gene24844	LOC105857124
gene24845	GFRA2
gene24846	LOC105882568
gene24847	LOC105882567
gene24848	LOC105882524
gene24849	LOC105882564
gene2402	LOC105878741
gene24850	LOC105882565
gene24851	LOC105882566
gene24852	LZTS1
gene2403	SLC16A1
gene24853	LOC105882563
gene24854	ATP6V1B2
gene24855	LOC109729778
gene24856	SLC18A1
gene24857	LOC105882559
gene24858	LPL
gene24859	INTS10
gene24860	LOC105882557
gene24861	CSGALNACT1
gene2404	LOC105878745
gene24862	SH2D4A
gene24863	LOC109729804
gene24864	LOC105882552
gene24865	PSD3
gene24866	LOC105882550
gene24867	LOC105882554
gene24868	LOC109729803
gene24869	LOC105882523
gene24870	LOC105882541
gene24871	LOC105882544
gene24872	LOC105882543
gene24874	LOC105882540
gene24875	LOC109729834
gene24876	ASAH1
gene24877	PCM1
gene24878	FGL1
gene24879	LOC105882534
gene24880	LOC105882535
gene24881	PDGFRL
gene24882	SLC7A2
gene24883	MTMR7
gene24884	VPS37A
gene24885	CNOT7
gene24886	ZDHHC2
gene24887	MICU3
gene24888	LOC105882526
gene24889	FGF20
gene24890	LOC105868941
gene24891	MSR1
gene24892	LOC105868943
gene24893	SGCZ
gene24894	TUSC3
gene24898	LOC105857451
gene24899	LOC105857448
gene24900	LOC105857449
gene24901	DLC1
gene24902	C20H8orf48
gene24903	LOC105857447
gene24904	LOC105857444
gene24906	LOC105857443
gene24907	LOC105857456
gene24908	LOC105857454
gene24909	LOC105857455
gene24910	LONRF1
gene24911	LOC105857442
gene24912	PRAG1
gene2407	FAM19A3
gene24913	CLDN23
gene24914	LOC109729768
gene24915	MFHAS1
gene261	FYCO1
gene24916	ERI1
gene24917	PPP1R3B
gene24918	LOC105857433
gene24919	LOC105857461
gene24920	LOC105857459
gene24921	LOC105857460
gene24922	LOC105857457
gene24923	TNKS
gene24924	LOC105857437
gene24925	LOC105882070
gene24926	DUSP4
gene24927	LOC105882067
gene24928	LOC105882066
gene24929	LOC105882041
gene24930	LOC105882065
gene24931	SARAF
gene24932	LEPROTL1
gene2408	PPM1J
gene24933	MBOAT4
gene24934	DCTN6
gene24935	LOC105882062
gene24936	RBPMS
gene24937	GTF2E2
gene24938	SMIM18
gene24940	GSR
gene24941	LOC105882056
gene24942	UBXN8
gene2409	RHOC
gene24943	PPP2CB
gene24944	LOC105882047
gene24945	TEX15
gene24946	LOC105882040
gene24947	PURG
gene24948	WRN
gene24949	NRG1
gene24950	LOC109729783
gene24951	LOC105877348
gene24952	LOC105877347
gene2410	MOV10
gene24953	LOC109729784
gene24954	LOC105877349
gene24955	LOC105877344
gene24956	LOC105877338
gene24957	LOC105877336
gene24958	FUT10
gene24959	MAK16
gene24960	TTI2
gene24961	RNF122
gene24962	DUSP26
gene24963	LOC105877327
gene24964	LOC105877326
gene24965	LOC105877341
gene24966	LOC109729807
gene24967	LOC105877325
gene2411	CAPZA1
gene24968	LOC105877339
gene24969	UNC5D
gene24970	LOC109729792
gene24971	LOC105870367
gene2412	ST7L
gene24972	LOC105870368
gene24973	LOC105870370
gene24974	KCNU1
gene24975	LOC105870417
gene24976	LOC105870372
gene24977	LOC105870418
gene24978	ZNF703
gene24979	ERLIN2
gene24980	PROSC
gene24981	ADGRA2
gene24982	BRF2
gene24983	RAB11FIP1
gene24985	LOC105870379
gene24986	LOC105870382
gene24987	LOC105870383
gene24988	LOC105870381
gene24989	LOC105870384
gene24991	LOC109729822
gene24992	GOT1L1
gene24993	LOC105870421
gene24994	ADRB3
gene24995	EIF4EBP1
gene24996	ASH2L
gene24997	STAR
gene24998	LSM1
gene24999	BAG4
gene25000	LOC105870396
gene25001	LOC105870399
gene25002	LOC105870398
gene25003	DDHD2
gene25004	PLPP5
gene25005	NSD3
gene25006	LOC105870402
gene25007	LETM2
gene25008	FGFR1
gene25009	LOC105870422
gene25010	TACC1
gene25011	LOC105870408
gene25012	LOC105870407
gene25013	PLEKHA2
gene25014	HTRA4
gene25015	TM2D2
gene25016	LOC109729823
gene25017	LOC105872888
gene25018	LOC105866637
gene25019	LOC105866638
gene25020	LOC105866636
gene25021	LOC105866642
gene25022	LOC105868769
gene25023	LOC105870412
gene25024	LOC105870411
gene25025	LOC105878174
gene25026	LOC105878173
gene25027	LOC105878172
gene25028	LOC105878171
gene25029	LOC109729830
gene25030	LOC105878175
gene25032	LOC109729806
gene25033	IDO1
gene25034	IDO2
gene25035	LOC109729787
gene25036	LOC105878168
gene25037	C20H8orf4
gene25038	LOC105878166
gene25039	ANK1
gene25040	LOC109729824
gene25041	LOC105878154
gene25042	NKX6-3
gene25043	LOC105878156
gene25044	GPAT4
gene25045	GINS4
gene25046	LOC105878161
gene25047	GOLGA7
gene25048	LOC105878162
gene25049	LOC105878163
gene25050	SFRP1
gene25051	ZMAT4
gene2414	WNT2B
gene25052	LOC105878165
gene25053	SNTB2
gene25054	PDF
gene25055	VPS4A
gene25056	COG8
gene25057	NIP7
gene25058	TMED6
gene25059	TERF2
gene25060	LOC105858943
gene25061	LOC105858942
gene25063	LOC105858946
gene25064	NFAT5
gene2415	LOC105878756
gene25065	LOC105858945
gene25066	LOC105858947
gene25067	NQO1
gene25068	LOC105859071
gene25069	LOC105859070
gene25070	WWP2
gene2416	CTTNBP2NL
gene25071	PSMD7
gene25072	LOC105858953
gene25073	LOC105858952
gene25074	LOC105858939
gene25076	LOC105858937
gene25077	C20H16orf47
gene25078	LOC105858908
gene25079	ZFHX3
gene25080	LOC105858938
gene2417	LOC105878758
gene25081	LOC105859039
gene25083	LOC109729774
gene25084	LOC105859038
gene25085	LOC109729776
gene25086	PMFBP1
gene25088	DHX38
gene25089	TXNL4B
gene25090	LOC105859005
gene25092	DHODH
gene262	CXCR6
gene25093	PKD1L3
gene25094	IST1
gene25095	ZNF821
gene2418	LOC109729758
gene25096	ATXN1L
gene25098	AP1G1
gene2419	LOC105878759
gene25099	PHLPP2
gene25100	MARVELD3
gene25101	LOC105858913
gene25102	TAT
gene25103	ZNF19
gene25104	CHST4
gene25105	ZNF23
gene2421	LOC109729759
gene25106	LOC105859051
gene25107	TRNAM-CAU
gene25108	LOC105859079
gene25109	LOC105859078
gene25110	CALB2
gene25111	LOC105859082
gene25112	CMTR2
gene25113	HYDIN
gene2422	KCND3
gene25114	LOC105875422
gene25115	VAC14
gene25116	TRNAG-GCC
gene25117	TRNAG-GCC
gene25118	TRNAG-GCC
gene25119	TRNAG-GCC
gene25120	LOC105875423
gene25121	MTSS1L
gene25122	IL34
gene25123	SF3B3
gene25124	LOC109729788
gene25125	COG4
gene25126	FUK
gene25127	ST3GAL2
gene25128	DDX19A
gene25129	LOC105875431
gene263	XCR1
gene25130	LOC105875433
gene25131	AARS
gene25132	LOC105875439
gene25133	EXOSC6
gene25134	TRNAG-GCC
gene2423	LOC105878765
gene25135	LOC105875436
gene25136	PDPR
gene2424	LOC105878762
gene25137	LOC105875440
gene25138	GLG1
gene25140	RFWD3
gene25141	MLKL
gene25142	FA2H
gene25143	LOC105875444
gene25144	LOC105875445
gene25145	WDR59
gene2425	LOC105878763
gene25146	ZNRF1
gene25147	LOC105875448
gene25148	LDHD
gene25149	ZFP1
gene25150	LOC105875474
gene25151	CTRB1
gene25152	BCAR1
gene25153	CFDP1
gene25154	TMEM170A
gene2426	LOC105878764
gene25155	TMEM231
gene25156	LOC105875455
gene25159	LOC105875457
gene25161	GABARAPL2
gene25162	ADAT1
gene25163	LOC105875462
gene25164	KARS
gene25165	TERF2IP
gene25166	LOC105875478
gene25167	LOC105875463
gene25168	LOC105875465
gene25169	LOC105875464
gene25170	LOC105875466
gene25171	CNTNAP4
gene25172	MON1B
gene25173	LOC105875479
gene25174	ADAMTS18
gene2427	LOC105878766
gene264	LOC109729875
gene25175	LOC105861217
gene25177	CDYL2
gene25178	LOC105861210
gene25179	LOC105861212
gene25180	CMC2
gene25181	CENPN
gene2428	DDX20
gene25182	ATMIN
gene25183	C20H16orf46
gene25184	LOC105861208
gene25185	GCSH
gene25186	PKD1L2
gene25187	LOC105861209
gene25188	LOC105861213
gene2429	FAM212B
gene25189	LOC105861211
gene25190	BCO1
gene25191	LOC105861216
gene25192	GAN
gene25193	LOC105861218
gene25194	LOC105862805
gene25195	LOC105862806
gene25196	LOC105862804
gene25197	LOC105862800
gene25198	LOC105862799
gene25199	LOC105862798
gene25200	LOC105862803
gene25201	LOC109729825
gene25202	WWOX
gene25203	LOC105862802
gene25204	LOC105862801
gene25205	CLEC3A
gene25206	VAT1L
gene25207	LOC109729791
gene25208	NUDT7
gene25209	ADGRG5
gene25210	CCDC102A
gene25211	LOC105863881
gene25212	LOC105863882
gene25213	FAM192A
gene2430	RAP1A
gene25214	LOC105872223
gene25215	LOC105871709
gene25218	LOC105866546
gene25219	CES5A
gene25220	GNAO1
gene25221	LOC105866548
gene266	CCR1
gene25222	AMFR
gene25223	NUDT21
gene25224	OGFOD1
gene25225	BBS2
gene25226	LOC105866561
gene25227	LOC109729773
gene25228	LOC105866560
gene2432	LOC105878772
gene25229	LOC105866557
gene25230	LOC105866555
gene25231	LOC105866554
gene25232	LOC105866556
gene25233	LOC105866553
gene25234	LOC105866476
gene25235	LOC105866478
gene25236	LOC105866477
gene2433	ADORA3
gene25237	NUP93
gene25238	LOC105866456
gene25239	SLC12A3
gene25240	HERPUD1
gene25241	LOC105866463
gene2434	LRRIQ3
gene25242	LOC105866455
gene25243	LOC109729771
gene25244	LOC105866460
gene25245	LOC105866459
gene25246	NLRC5
gene25247	CPNE2
gene25248	RSPRY1
gene25249	ARL2BP
gene25250	PLLP
gene25251	LOC105863891
gene25252	TRNAL-CAG
gene25253	TRNAL-CAG
gene25254	CCL22
gene25255	CX3CL1
gene25256	CCL17
gene25257	CIAPIN1
gene2435	CRYZ
gene25258	COQ9
gene25259	POLR2C
gene25260	DOK4
gene2436	TYW3
gene25261	ADGRG1
gene25262	ADGRG3
gene25263	DRC7
gene25264	KATNB1
gene2437	LOC105883983
gene25265	KIFC3
gene2438	LOC105883972
gene25266	CNGB1
gene25268	TEPP
gene25269	LOC105859815
gene25270	ZNF319
gene25271	USB1
gene25272	MMP15
gene25273	LOC105859807
gene25274	CFAP20
gene25275	CSNK2A2
gene25276	LOC105859798
gene25277	CCDC113
gene25278	PRSS54
gene25279	GINS3
gene2439	LOC105883965
gene25280	LOC109729793
gene25281	NDRG4
gene25282	SETD6
gene25283	CNOT1
gene2440	LOC105884241
gene25284	SLC38A7
gene25285	GOT2
gene25287	LOC109729786
gene25288	UTP4
gene25289	CHTF8
gene25290	HAS3
gene25291	TANGO6
gene25292	CDH1
gene25293	CDH3
gene25294	LOC105859018
gene25295	LOC105859019
gene25296	LOC109729770
gene2441	LHX8
gene25297	ZFP90
gene25298	SMPD3
gene25299	LOC105858931
gene25300	LOC105858932
gene25301	PRMT7
gene25302	SLC7A6OS
gene25303	SLC7A6
gene25304	PLA2G15
gene25305	NFATC3
gene25306	LOC105858925
gene25307	ESRP2
gene25308	LOC105858926
gene25310	DUS2
gene25311	DDX28
gene25312	CES2
gene25313	LOC105858924
gene25314	CES4A
gene267	CCR3
gene25315	CBFB
gene25316	C20H16orf70
gene25317	B3GNT9
gene25318	TRADD
gene25319	FBXL8
gene25320	HSF4
gene25321	NOL3
gene25322	KIAA0895L
gene25323	EXOC3L1
gene25324	E2F4
gene25325	ELMO3
gene25326	LOC105858991
gene25327	TMEM208
gene25328	FHOD1
gene25329	SLC9A5
gene25330	LOC105858993
gene25331	PLEKHG4
gene25332	KCTD19
gene2442	SLC44A5
gene25333	LRRC36
gene25334	TPPP3
gene25335	ZDHHC1
gene25336	LOC105859067
gene25337	HSD11B2
gene25338	ATP6V0D1
gene25339	LOC105859012
gene25340	AGRP
gene25341	LOC105859013
gene25342	RIPOR1
gene25343	LOC109729836
gene25344	LOC109729837
gene25345	CTCF
gene25346	CARMIL2
gene25347	ACD
gene25348	PARD6A
gene25349	ENKD1
gene25350	C20H16orf86
gene25351	GFOD2
gene25352	RANBP10
gene25353	TSNAXIP1
gene25354	CENPT
gene25355	THAP11
gene25356	NUTF2
gene25357	EDC4
gene25358	NRN1L
gene25359	PSKH1
gene25360	CTRL
gene25361	PSMB10
gene25362	LCAT
gene25363	SLC12A4
gene2443	ACADM
gene25364	DPEP3
gene25365	LOC105859063
gene25366	LOC105859055
gene25367	LOC105859062
gene2444	RABGGTB
gene25368	LOC105859058
gene25370	LOC105859061
gene25371	CES3
gene25372	FAM96B
gene25373	RRAD
gene25374	CDH16
gene25375	LOC105859074
gene25376	PDP2
gene2445	MSH4
gene25377	LOC105858984
gene25378	CA7
gene25379	NAE1
gene25380	TERB1
gene2446	LOC105884266
gene268	LOC105874443
gene25381	LOC109729781
gene25382	DYNC1LI2
gene25383	CMTM4
gene25384	CMTM3
gene25385	LOC105858912
gene25387	CMTM2
gene25388	LOC105859029
gene25389	TK2
gene25390	BEAN1
gene25391	CDH5
gene25392	LOC105859069
gene25393	LOC109729790
gene25394	LOC105858933
gene25395	LOC105859083
gene25396	LOC105858940
gene25397	LOC105858996
gene25398	CDH11
gene25400	LOC105864830
gene25401	LOC105864829
gene25402	LOC105880497
gene25403	CDH8
gene2447	ASB17
gene25404	LOC105880502
gene25405	LOC105880507
gene25406	LOC105862410
gene25407	LOC105862409
gene25408	LOC105862408
gene25409	LOC105862406
gene25410	LOC105862403
gene25411	LOC105862402
gene25412	LOC105862401
gene25413	LOC105862404
gene25414	LOC105862407
gene25415	NKD1
gene25416	LOC105884743
gene2448	LOC105884275
gene25417	BRD7
gene25418	ADCY7
gene25419	PAPD5
gene25421	LOC105884738
gene2449	LOC105884155
gene25422	HEATR3
gene25423	CNEP1R1
gene25424	LOC105884750
gene2450	LOC105884066
gene25425	ZNF423
gene25426	LOC105884752
gene25427	C20H16orf78
gene2451	ST6GALNAC3
gene269	LOC105874493
gene25428	LOC105884754
gene25429	CBLN1
gene25430	LOC105884756
gene25431	LOC105884758
gene25432	LOC105884757
gene25433	LOC105884740
gene25434	LOC105884760
gene25435	N4BP1
gene2452	LOC105884248
gene25436	LOC105884762
gene25437	SIAH1
gene25438	LONP2
gene25440	ABCC11
gene2453	LOC105884251
gene25441	ABCC12
gene25442	LOC105884768
gene25443	LOC105884770
gene25444	LOC109729795
gene2454	LOC105884271
gene25445	LOC105884769
gene25446	LOC105884771
gene25448	LOC105876225
gene25449	LOC105876206
gene25450	LOC105876205
gene25451	PHKB
gene2455	LOC105884255
gene25452	LOC105876210
gene25453	ITFG1
gene25454	LOC105876209
gene25455	NETO2
gene25456	DNAJA2
gene25457	GPT2
gene25458	C20H16orf87
gene25459	MYLK3
gene25460	ORC6
gene25461	VPS35
gene2456	ST6GALNAC5
gene25462	LOC105876226
gene25463	NOD2
gene25464	LOC105871199
gene25465	SNX20
gene25466	CYLD
gene25467	LOC105871203
gene25468	LOC105871202
gene270	CCR5
gene25469	LOC105871204
gene25470	SALL1
gene25471	LOC105875550
gene25472	LOC105875544
gene2457	LOC105884264
gene25473	LOC105875543
gene25474	LOC105875545
gene25476	LOC105875539
gene2458	PIGK
gene25477	TOX3
gene25478	LOC105875541
gene25479	LOC105875542
gene25480	LOC105875536
gene2459	LOC105884212
gene25481	LOC105875537
gene25484	CHD9
gene2460	LOC105884281
gene2461	AK5
gene25486	LOC105875531
gene25487	RBL2
gene2462	LOC105883950
gene25488	AKTIP
gene25489	LOC105875528
gene25490	LOC105875526
gene25491	LOC105875525
gene2463	ZZZ3
gene25492	RPGRIP1L
gene25494	FTO
gene25495	IRX3
gene25496	LOC109729811
gene25497	LOC105875549
gene25498	LOC105875519
gene25499	LOC105875520
gene25500	LOC105875546
gene25501	LOC105875518
gene25502	LOC105875517
gene25503	CRNDE
gene25504	IRX5
gene25505	LOC105866537
gene25506	IRX6
gene25507	MMP2
gene25508	LPCAT2
gene25509	CAPNS2
gene25510	SLC6A2
gene25511	LOC105866535
gene25512	LOC105866547
gene25513	LOC105866541
gene25514	LOC105879473
gene25515	LOC105881357
gene25516	LOC109730312
gene25517	LOC105878268
gene25518	LOC109730313
gene25519	LOC105867186
gene25520	LOC105862298
gene25521	LOC105862159
gene25522	ETFBKMT
gene25524	DENND5B
gene25526	FAM60A
gene25527	CAPRIN2
gene2464	USP33
gene2466	MIGA1
gene25528	IPO8
gene25529	LOC105862282
gene25531	TMTC1
gene25532	OVCH1
gene25533	ERGIC2
gene25534	FAR2
gene25535	LOC109729880
gene25536	LOC105861998
gene25537	LOC109729867
gene2467	NEXN
gene25538	LOC105861974
gene25539	CCDC91
gene2468	FUBP1
gene25540	LOC105870424
gene25541	LOC105857259
gene25542	PTHLH
gene25544	LOC105857262
gene25545	LOC105857261
gene25546	KLHL42
gene25547	MANSC4
gene25548	MRPS35
gene25549	REP15
gene25550	PPFIBP1
gene25551	C21H12orf71
gene25552	RPH3A
gene25553	LOC105866762
gene25554	OAS1
gene25555	LOC109729868
gene25556	OAS3
gene25557	OAS2
gene25558	LOC109729884
gene25559	DTX1
gene25560	RASAL1
gene25561	LOC105866764
gene25562	LOC105866760
gene25563	LOC109729885
gene25564	DDX54
gene25565	RITA1
gene25566	IQCD
gene25567	TPCN1
gene25568	SLC8B1
gene25569	PLBD2
gene25570	SDS
gene25571	SDSL
gene25572	LHX5
gene25573	LOC105864389
gene25574	LOC109729874
gene25575	RBM19
gene25576	LOC105864376
gene25577	LOC105864390
gene25579	TBX5
gene25580	TBX3
gene25581	LOC105866850
gene25582	LOC105866991
gene25583	LOC105866992
gene25584	LOC105866851
gene25585	LOC105866979
gene25586	LOC105866981
gene25587	LOC109729896
gene25588	LOC105866863
gene25589	MED13L
gene25590	LOC105866994
gene25591	LOC105866853
gene25592	LOC105866847
gene25593	LOC105866852
gene25594	C21H12orf49
gene25595	RNFT2
gene25596	LOC109729854
gene25597	LOC105866948
gene25598	HRK
gene25599	FBXW8
gene25600	TESC
gene25601	FBXO21
gene25602	NOS1
gene25603	KSR2
gene25604	RFC5
gene25605	WSB2
gene25607	VSIG10
gene25608	PEBP1
gene25609	TAOK3
gene25610	LOC105866862
gene25611	SUDS3
gene25612	LOC105866880
gene25614	LOC109729861
gene25615	LOC105866875
gene25616	LOC105866879
gene25617	SRRM4
gene25618	HSPB8
gene25619	LOC105866881
gene25620	CCDC60
gene25621	TMEM233
gene25622	PRKAB1
gene25623	CIT
gene25624	LOC105866905
gene25625	BICDL1
gene25626	LOC105866868
gene25627	LOC109729886
gene25628	GCN1
gene25629	RPLP0
gene25630	PXN
gene25631	LOC105866872
gene25632	LOC105866873
gene271	CCRL2
gene25633	SIRT4
gene25634	PLA2G1B
gene25635	MSI1
gene25636	LOC105866929
gene25637	TRIAP1
gene25638	GATC
gene25639	SRSF9
gene25640	DYNLL1
gene25641	COQ5
gene25642	RNF10
gene25643	POP5
gene2469	DNAJB4
gene25644	LOC105866899
gene25645	CABP1
gene25646	MLEC
gene25647	UNC119B
gene25648	ACADS
gene25650	SPPL3
gene25651	LOC105866986
gene25652	HNF1A
gene25653	C21H12orf43
gene25654	OASL
gene25655	LOC105866844
gene25656	LOC105866989
gene25657	LOC105866941
gene25658	LOC105866940
gene25659	LOC105866939
gene25660	ANKRD13A
gene25661	GIT2
gene25662	LOC105866969
gene25663	TCHP
gene25664	LOC105866967
gene25665	GLTP
gene25666	TRPV4
gene25667	FAM222A
gene25668	MVK
gene25670	MMAB
gene25672	UBE3B
gene25674	KCTD10
gene25675	MYO1H
gene25676	LOC105866893
gene25677	FOXN4
gene25678	LOC105866996
gene25679	ACACB
gene25680	UNG
gene25681	LOC105866927
gene25682	ALKBH2
gene25683	USP30
gene25684	SVOP
gene25685	LOC105866928
gene25686	DAO
gene25687	LOC105866944
gene25688	SSH1
gene25689	CORO1C
gene25690	SELPLG
gene25692	TMEM119
gene25693	ISCU
gene25694	SART3
gene25695	FICD
gene25696	LOC105866921
gene25698	LOC109729857
gene25699	LOC105866952
gene2470	GIPC2
gene25700	CMKLR1
gene25701	LOC105866950
gene25702	LOC105866953
gene25703	WSCD2
gene25704	LOC105866998
gene25705	LOC109729864
gene25706	LOC105866977
gene25707	LOC105866976
gene25708	LOC105866987
gene25709	LOC105866982
gene25710	SGSM1
gene25711	TMEM211
gene25712	KIAA1671
gene25713	CRYBB3
gene25714	CRYBB2
gene25715	GRK3
gene25716	MYO18B
gene25717	LOC105866846
gene25718	SEZ6L
gene25719	ASPHD2
gene25720	HPS4
gene25721	SRRD
gene25722	TFIP11
gene25723	TPST2
gene25724	CRYBB1
gene25725	CRYBA4
gene25726	LOC105870884
gene25727	LOC109729860
gene25728	LOC105870885
gene25729	LOC105870989
gene25730	MN1
gene25731	PITPNB
gene272	LTF
gene25732	LOC109729877
gene25733	TTC28
gene25734	LOC105870890
gene25735	LOC105870891
gene2471	LOC105883878
gene25739	CHEK2
gene25740	HSCB
gene25741	LOC105870893
gene25742	LOC105870983
gene25743	XBP1
gene25744	LOC105870896
gene2472	PTGFR
gene25745	ZNRF3
gene25746	LOC105870898
gene25747	C21H22orf31
gene25748	KREMEN1
gene25749	LOC105870985
gene25750	EMID1
gene25751	RHBDD3
gene25752	EWSR1
gene25753	GAS2L1
gene25754	RASL10A
gene25755	AP1B1
gene2473	IFI44L
gene25756	LOC105870906
gene25757	LOC105870908
gene25758	NEFH
gene2474	IFI44
gene25759	THOC5
gene2475	LOC105883818
gene25760	NIPSNAP1
gene25761	NF2
gene25762	LOC109729852
gene25763	CABP7
gene25764	ZMAT5
gene25765	LOC105870914
gene25766	ASCC2
gene25767	MTMR3
gene2476	LOC105883816
gene25769	HORMAD2
gene25770	LOC105870920
gene25771	LIF
gene273	LOC105874440
gene25772	LOC105870922
gene25773	OSM
gene25774	LOC109729873
gene25775	CASTOR1
gene25776	TBC1D10A
gene25777	SF3A1
gene25778	CCDC157
gene2477	ADGRL4
gene25779	RNF215
gene25780	SEC14L2
gene25781	MTFP1
gene25782	LOC105870932
gene25783	GAL3ST1
gene2478	LOC105883803
gene25784	PES1
gene25785	LOC105870936
gene25786	TCN2
gene25787	SLC35E4
gene2480	LOC105884025
gene25788	DUSP18
gene25789	C21H5orf52
gene25790	OSBP2
gene2481	LOC105884021
gene25791	LOC105870939
gene25792	LOC109729858
gene25793	MORC2
gene25794	LOC105870943
gene2482	LOC105884017
gene25795	LOC105870945
gene25797	LOC105870946
gene25798	LOC109729866
gene25799	SMTN
gene2484	ADGRL2
gene25800	SELENOM
gene25801	INPP5J
gene25802	PLA2G3
gene25803	RNF185
gene25804	LIMK2
gene25806	PIK3IP1
gene25807	LOC105870959
gene25808	PATZ1
gene25809	LOC109729871
gene25810	LOC109729887
gene25812	DRG1
gene25813	EIF4ENIF1
gene25814	LOC105870965
gene25815	SFI1
gene25816	LOC105870964
gene25817	PISD
gene25818	LOC109729865
gene25819	PRR14L
gene25820	DEPDC5
gene25821	LOC105870970
gene25822	C21H22orf24
gene25823	YWHAH
gene25824	SLC5A1
gene25825	SLC5A4
gene25826	LOC109729853
gene25827	LOC105870977
gene25828	LOC105870978
gene25829	LOC105870976
gene25830	LOC105870979
gene25831	LOC105870980
gene25832	LOC109729862
gene25833	LOC105870982
gene25834	LOC105870981
gene25835	LOC105870988
gene25837	LOC105879375
gene25862	LOC109729890
gene25864	LOC105869625
gene25865	ZNF280B
gene25866	ZNF280A
gene25867	LOC105869622
gene25870	LOC105869621
gene25873	LOC105862788
gene25874	LOC105862787
gene25875	LOC105862789
gene25876	LOC105862780
gene25877	LOC105862781
gene25878	LOC105862783
gene25879	LOC105862782
gene25880	LOC105862792
gene25881	CABIN1
gene25883	SUSD2
gene25884	GGT5
gene25885	GGT1
gene25886	LOC105862768
gene25887	LRRC75B
gene25888	SNRPD3
gene25889	GUCD1
gene25890	UPB1
gene25891	LOC105862786
gene25892	ADORA2A
gene25893	SPECC1L
gene25895	LOC105862763
gene25897	LOC105862771
gene25898	BCR
gene25899	RAB36
gene25900	RSPH14
gene25901	GNAZ
gene25902	LOC105862777
gene25903	LOC105862758
gene25904	LOC105862778
gene25921	LOC105884079
gene25923	LOC105862463
gene25925	LOC105862456
gene25930	LOC105882024
gene25931	LOC109729893
gene25933	LOC105862963
gene25934	LOC105880823
gene25935	LOC105880838
gene25936	LOC105880839
gene25937	LOC105880843
gene274	LOC105874437
gene25938	AACS
gene25939	LOC105880842
gene25940	LOC105880844
gene25941	BRI3BP
gene25942	DHX37
gene25943	TRNAA-UGC
gene25944	TRNAD-GUC
gene25945	TRNAF-GAA
gene25946	TRNAD-GUC
gene25947	TRNAA-UGC
gene25948	LOC105880849
gene25949	LOC105880847
gene25950	LOC105880851
gene25951	SCARB1
gene25952	LOC105880853
gene25953	LOC105880855
gene25954	NCOR2
gene25955	LOC105880857
gene25956	ZNF664
gene25957	CCDC92
gene25958	DNAH10
gene25959	ATP6V0A2
gene25960	TCTN2
gene25961	GTF2H3
gene25962	EIF2B1
gene25963	DDX55
gene25964	TMED2
gene25965	RILPL1
gene25966	SNRNP35
gene25967	RILPL2
gene25968	KMT5A
gene25969	SBNO1
gene25970	CDK2AP1
gene2485	LOC105861928
gene25971	C21H12orf65
gene25972	MPHOSPH9
gene25973	PITPNM2
gene25974	ARL6IP4
gene25975	OGFOD2
gene25976	ABCB9
gene25977	LOC109729879
gene25978	VPS37B
gene25979	HIP1R
gene2486	LOC105863922
gene25980	LOC109729859
gene25981	CCDC62
gene25982	DENR
gene25983	HCAR1
gene25985	LOC105880835
gene25986	KNTC1
gene25987	LOC105880887
gene25988	RSRC2
gene2487	LOC105863927
gene25989	ZCCHC8
gene25990	CLIP1
gene2488	LOC109730397
gene2489	LOC105863926
gene25991	VPS33A
gene25992	DIABLO
gene25993	LOC105880895
gene25994	B3GNT4
gene25995	LRRC43
gene25996	IL31
gene2490	LOC105863925
gene25997	LOC105880897
gene25998	MLXIP
gene25999	BCL7A
gene26000	LOC105880899
gene26001	WDR66
gene26002	PSMD9
gene26003	HPD
gene26004	SETD1B
gene26005	RHOF
gene26006	TMEM120B
